"year","raceethn","agegroup2","svobesity","se.svobesity","DEff.svobesity","lowersvob","uppersvob","obesity","se.obesity","DEff.obesity","lowerob","upperob","trend","neff.obesity","neff.svobesity"
2000,"Mexican American","18-24",0.0574579614178061,0.0139042790611348,1.4156841225583,0.0332575519045662,0.0915099323447247,0.295064157093101,0.0334771534094682,2.13673836589003,0.230517444754786,0.366289422698186,"linear",185.596167942782,280.126368789715
2000,"Mexican American","25-44",0.117716202977032,0.0155506870441235,0.980906407402999,0.0887969849705675,0.152024520136956,0.386250342297861,0.0263980544581876,1.23838778081643,0.334231471680315,0.440267988799543,"linear",340.185892371635,429.482414570551
2000,"Mexican American","45-64",0.147256975533612,0.0190402905196818,1.05806668517631,0.111650753057816,0.189027554121829,0.440305783342912,0.0262446764017875,1.0243236172814,0.388151235419041,0.493456347649315,"linear",357.785523726033,346.375296574903
2000,"Mexican American","65+",0.158600248756562,0.0227746705142268,1.02562617519467,0.116186583240507,0.209080890998894,0.417105391681169,0.0277620688043781,0.836486516046677,0.360611657281006,0.475258479442808,"linear",315.45120411243,257.27763691352
2000,"Other Hispanic","18-24",0.081480565714594,0.0388107645128204,1.18776270880955,0.0228820325274761,0.19475895791674,0.240535223352172,0.0858030526970523,2.37841062235702,0.0934806794747398,0.452787838078411,"linear",24.8130893780859,49.6864524476298
2000,"Other Hispanic","25-44",0.107312570541764,0.043723238440517,2.13568905663305,0.0376368224688931,0.22718079532496,0.317150077266482,0.062751037962896,1.94587589673988,0.198227807879553,0.456552961309833,"linear",54.9981724471087,50.1101121425842
2000,"Other Hispanic","45-64",0.200665322589722,0.0357778345616116,0.638587198487173,0.123597395219939,0.298283695723311,0.427214647355276,0.0398221535236942,0.518566591089525,0.323446039626942,0.535909753109618,"linear",154.308039412789,125.306292023336
2000,"Other Hispanic","65+",0.13267133300059,0.0277423402284295,0.388075077921675,0.0625721696782595,0.236815822179483,0.413584005659537,0.0502930093890432,0.605112416341812,0.295398458155622,0.539543936864131,"linear",95.8857998920463,149.511502713024
2000,"Non-Hispanic White","18-24",0.0349505299338924,0.0119510525056286,1.08850838173892,0.0154474515824377,0.0670475167630983,0.187255870235981,0.0194346207920922,0.637948572548603,0.143525193203514,0.237671085000114,"linear",402.936992300215,236.151676346581
2000,"Non-Hispanic White","25-44",0.0955992153799229,0.012378267367535,1.1254856971246,0.0726231047504442,0.122909129290926,0.320732599797963,0.0142378023664028,0.590932075743971,0.286061057421287,0.356941362107609,"linear",1074.72649674488,564.281146531697
2000,"Non-Hispanic White","45-64",0.117971946701874,0.0115260075970811,0.676767954436016,0.0927758147410465,0.147161747199182,0.363437792636065,0.0289580036617628,1.92136302037479,0.306609726310321,0.423234600136236,"linear",275.888564669467,783.255298105738
2000,"Non-Hispanic White","65+",0.123367600588132,0.0134288173956409,1.08416398644462,0.0981218081992765,0.152389482854434,0.38001666082056,0.0240117559659211,1.59112119681013,0.332749714390261,0.429034795034764,"linear",408.634297019472,599.712497242686
